MCPV_ID	MCPV_KODAS	MCPV_PAV	pirk_obj_objt_id	kategorija	MCPV_VERSIJA
11628	33963000-8	Balzamavimo skysčiai arba cheminio apdorojimo medžiagos.	1		2
11629	33964000-5	Įpurškiamieji balzamavimo vamzdeliai.	1		2
11630	33965000-2	Balzamavimo kriauklės arba priedai.	1		2
11631	33966000-9	Balzamavimo rinkiniai.	1		2
11632	33967000-6	Balzamavimo purkštuvų adatos.	1		2
11633	33968000-3	Akidangčiai.	1		2
11634	33970000-0	Laidojimo įranga ir reikmenys.	1		2
11635	33971000-7	Laidojimo apranga.	1		2
11636	33972000-4	Laidojimo pakai.	1		2
11637	33973000-1	Laidojimo antklodės.	1		2
11638	33974000-8	Laidojimo aspiratoriai.	1		2
11639	33975000-5	Laidojimo kietinamieji medžiagų junginiai.	1		2
11640	34000000-7	Transporto įranga ir pagalbiniai transportavimo gaminiai.	1		2
11641	34100000-8	Motorinės transporto priemonės.	1		2
11642	34110000-1	Keleiviniai automobiliai.	1		2
11643	34111000-8	Universalūs automobiliai ir sedanai.	1		2
11644	34111100-9	Universalūs automobiliai.	1		2
11645	34111200-0	Sedanai.	1		2
11646	34113000-2	Transporto priemonės su 4 ratų pavara.	1		2
11647	34113100-3	Džipai.	1		2
11648	34113200-4	Visureigiai.	1		2
11649	34113300-5	Ne kelių transporto priemonės.	1		2
11650	34114000-9	Specialiosios transporto priemonės.	1		2
11651	34114100-0	Avarinės transporto priemonės.	1		2
11652	34114110-3	Pagalbos transporto priemonės.	1		2
11653	34114120-6	Paramedikų transporto priemonės.	1		2
11654	34114121-3	Greitosios medicinos pagalbos automobiliai.	1		2
11655	34114122-0	Ligonių vežimo transporto priemonės.	1		2
11656	34114200-1	Policijos automobiliai.	1		2
11657	34114210-4	Kalinių vežimo transporto priemonės.	1		2
11658	34114300-2	Socialinės rūpybos transporto priemonės.	1		2
11659	34114400-3	Mikroautobusai.	1		2
11660	34115000-6	Kiti lengvieji keleiviniai automobiliai.	1		2
11661	34115200-8	Motorinės transporto priemonės, skirtos vežti mažiau kaip 10 žmonių.	1		2
11662	34115300-9	Naudotos transporto priemonės.	1		2
11663	34120000-4	Motorinės transporto priemonės, skirtos vežti 10 ir daugiau žmonių.	1		2
11664	34121000-1	Autobusai ir tolimojo susisiekimo autobusai.	1		2
11665	34121100-2	Viešojo transporto paslaugų autobusai.	1		2
11666	34121200-3	Sujungti autobusai.	1		2
11667	34121300-4	Dviaukščiai autobusai.	1		2
11668	34121400-5	Žemų grindų autobusai.	1		2
11669	34121500-6	Tolimojo susisiekimo autobusai.	1		2
11670	34130000-7	Motorinės transporto priemonės, skirtos kroviniams vežti.	1		2
11671	34131000-4	Pikapai.	1		2
11672	34132000-1	Motorinės rogės.	1		2
11673	34133000-8	Autotraukiniai.	1		2
11674	34133100-9	Autocisternos.	1		2
11675	34133110-2	Benzinvežiai.	1		2
11676	34134000-5	Platforminiai ir savivarčiai sunkvežimiai.	1		2
11677	34134100-6	Platforminiai sunkvežimiai.	1		2
11678	34134200-7	Savivarčiai sunkvežimiai.	1		2
11679	34136000-9	Furgonai.	1		2
11680	34136100-0	Lengvieji furgonai.	1		2
11681	34136200-1	Krovininiai furgonai.	1		2
11682	34137000-6	Naudoti krovininiai automobiliai.	1		2
11683	34138000-3	Kelių vilkikai.	1		2
11684	34139000-0	Važiuoklės.	1		2
11685	34139100-1	Rėminiai automobiliai.	1		2
11686	34139200-2	Kėbulai.	1		2
11687	34139300-3	Automobilių šasi.	1		2
11688	34140000-0	Sunkiosios motorinės transporto priemonės.	1		2
11689	34142000-4	Automobiliniai kranai ir savivarčiai sunkvežimiai.	1		2
11690	34142100-5	Bortiniai sunkvežimiai su keltuvu.	1		2
11691	34142200-6	Konteinerių krautuvai.	1		2
11692	34142300-7	Savivarčiai.	1		2
11693	34143000-1	Transporto priemonės, naudojamos žemoje temperatūroje.	1		2
11694	34144000-8	Specialios paskirties motorinės transporto priemonės.	1		2
11695	34144100-9	Mobilieji gręžimo bokštai.	1		2
11696	34144200-0	Avarinių tarnybų transporto priemonės.	1		2
11697	34144210-3	Ugniagesių automobiliai.	1		2
11698	34144211-0	Sunkvežimiai su sukamomis kopėčiomis.	1		2
11699	34144212-7	Automobiliai-cisternos.	1		2
11700	34144213-4	Gaisrų gesinimo automobiliai.	1		2
11701	34144220-6	Techninės pagalbos automobiliai.	1		2
11702	34144300-1	Kilnojamieji tiltai.	1		2
11703	34144400-2	Kelių priežiūros transporto priemonės.	1		2
11704	34144410-5	Asenizacijos mašinos.	1		2
11705	34144420-8	Druskos barstytuvai.	1		2
11706	34144430-1	Kelių valymo transporto priemonės.	1		2
11707	34144431-8	Šluojamosios mašinos-siurbliai.	1		2
11708	34144440-4	Smėlio ir druskos barstytuvai.	1		2
11709	34144450-7	Gatvių laistymo transporto priemonės.	1		2
11710	34144500-3	Transporto priemonės atliekoms ir nuotekoms vežti.	1		2
11711	34144510-6	Transporto priemonės atliekoms vežti.	1		2
11712	34144511-3	Atliekų rinkimo transporto priemonės.	1		2
11713	34144512-0	Atliekų presavimo transporto priemonės.	1		2
11714	34144520-9	Nuotekų cisternos.	1		2
11715	34144700-5	Universalios transporto priemonės.	1		2
11716	34144710-8	Autokrautuvai.	1		2
11717	34144730-4	Orlaivių kuro atsargų papildymo transporto priemonės.	1		2
11718	34144740-7	Orlaivių vilkikai.	1		2
11719	34144750-0	Krovininiai automobiliai.	1		2
11720	34144751-7	Apžarginiai transporteriai.	1		2
11721	34144760-3	Mobiliosios bibliotekos.	1		2
11722	34144800-6	Gyvenamieji automobiliai.	1		2
11723	34144900-7	Elektromobiliai.	1		2
11724	34144910-0	Elektrobusai.	1		2
11725	34150000-3	Treniruokliai.	1		2
11726	34151000-0	Vairavimo treniruokliai.	1		2
11727	34152000-7	Mokomieji treniruokliai.	1		2
11728	34200000-9	Automobilių kėbulai, priekabos arba puspriekabės.	1		2
11729	34210000-2	Automobilių kėbulai.	1		2
11730	34211000-9	Autobusų, greitosios pagalbos ir krovininių automobilių kėbulai.	1		2
11731	34211100-9	Autobusų kėbulai.	1		2
11732	34211200-9	Greitosios pagalbos automobilių kėbulai.	1		2
11733	34211300-9	Krovininių automobilių kėbulai.	1		2
11734	34220000-5	Priekabos, puspriekabės ir mobilūs konteineriai.	1		2
11735	34221000-2	Specialios paskirties mobilūs konteineriai.	1		2
11736	34221100-3	Mobiliosios gelbėjimo priemonės.	1		2
11737	34221200-4	Mobiliosios avarinės priemonės.	1		2
11738	34221300-5	Cheminio gelbėjimo įranga.	1		2
11739	34223000-6	Priekabos ir puspriekabės.	1		2
11740	34223100-7	Puspriekabės.	1		2
11741	34223200-8	Aviacinių degalų cisternos.	1		2
11742	34223300-9	Priekabos.	1		2
11743	34223310-2	Bendros paskirties priekabos.	1		2
11744	34223320-5	Priekabos arkliams vežti.	1		2
11745	34223330-8	Kilnojamoji priekabų įranga.	1		2
11746	34223340-1	Priekabos-cisternos.	1		2
11747	34223350-4	Priekabos su sukamomis kopėčiomis.	1		2
11748	34223360-7	Kuro atsargų papildymo priekabos.	1		2
11749	34223370-0	Savivartės priekabos.	1		2
11750	34223400-0	Nameliai-autopriekabos ir puspriekabės.	1		2
11751	34224000-3	Priekabų, puspriekabių ir kitų transporto priemonių dalys.	1		2
11752	34224100-4	Priekabų ir puspriekabių dalys.	1		2
11753	34224200-5	Kitų transporto priemonių dalys.	1		2
11754	34300000-0	Transporto priemonių ir jų variklių dalys ir pagalbiniai reikmenys.	1		2
11755	34310000-3	Varikliai ir variklių dalys.	1		2
11756	34311000-0	Varikliai.	1		2
11757	34311100-1	Vidaus degimo varikliai motorinėms transporto priemonėms bei motociklams.	1		2
11758	34311110-4	Kibirkštinio uždegimo varikliai.	1		2
11759	34311120-7	Slėginio uždegimo varikliai.	1		2
11760	34312000-7	Variklio dalys.	1		2
11761	34312100-8	Ventiliatoriaus diržai.	1		2
11762	34312200-9	Uždegimo žvakės.	1		2
11763	34312300-0	Transporto priemonių radiatoriai.	1		2
11764	34312400-1	Stūmokliai.	1		2
11765	34312500-2	Tarpikliai.	1		2
11766	34312600-3	Konvejerių juostos iš kaučiuko.	1		2
11767	34312700-4	Pavarų diržai iš kaučiuko.	1		2
11768	34320000-6	Mechaninės atsarginės dalys, išskyrus variklius ir jų dalis.	1		2
11769	34321000-3	Ašys ir pavarų dėžės.	1		2
11770	34321100-4	Ašys.	1		2
11771	34321200-5	Pavarų dėžės.	1		2
11772	34322000-0	Stabdžiai ir jų dalys.	1		2
11773	34322100-1	Stabdžių įranga.	1		2
11774	34322200-2	Diskiniai stabdžiai.	1		2
11775	34322300-3	Stabdžių antdėkliai.	1		2
11776	34322400-4	Stabdžių trinkelės.	1		2
11777	34322500-5	Stabdžių trinkelės (būgninių stabdžių).	1		2
11778	34324000-4	Ratai, dalys ir pagalbiniai reikmenys.	1		2
11779	34324100-5	Ratų balansavimo įranga.	1		2
11780	34325000-1	Duslintuvai ir išmetamieji vamzdžiai.	1		2
11781	34325100-2	Duslintuvai.	1		2
11782	34325200-3	Išmetamieji vamzdžiai.	1		2
11783	34326000-8	Transporto priemonių kėlikliai, sankabos ir susijusios dalys.	1		2
11784	34326100-9	Sankabos ir susijusios dalys.	1		2
11785	34326200-0	Transporto priemonių kėlikliai.	1		2
11786	34327000-5	Vairaračiai, vairo kolonėlės ir vairo mechanizmo karteriai.	1		2
11787	34327100-6	Vairaračiai.	1		2
11788	34327200-7	Vairo kolonėlės ir vairo mechanizmo karteriai.	1		2
11789	34328000-2	Bandymų stendai, transporto priemonių pertvarkymo rinkiniai ir saugos diržai.	1		2
11790	34328100-3	Bandymų stendai.	1		2
11791	34328200-4	Transporto priemonių pertvarkymo rinkiniai.	1		2
11792	34328300-5	Saugos diržai.	1		2
11793	34330000-9	Krovininių automobilių, furgonų ir automobilių atsarginės dalys.	1		2
11794	34350000-5	Lengvųjų ir sunkiųjų transporto priemonių padangos.	1		2
11795	34351000-2	Lengvųjų transporto priemonių padangos.	1		2
11796	34351100-3	Automobilių padangos.	1		2
11797	34352000-9	Ypač patvarios padangos.	1		2
11798	34352100-0	Sunkvežimių padangos.	1		2
11799	34352200-1	Autobusų padangos.	1		2
11800	34352300-2	Žemės ūkio mašinų padangos.	1		2
11801	34360000-8	Sėdynės, skirtos naudoti civilinėje aviacijoje.	1		2
11802	34370000-1	Motorinių transporto priemonių sėdynės.	1		2
11803	34390000-7	Traktorių reikmenys.	1		2
11804	34400000-1	Motociklai, dviračiai ir šoninės priekabos.	1		2
11805	34410000-4	Motociklai.	1		2
11806	34411000-1	Motociklų dalys ir reikmenys.	1		2
11807	34411100-2	Motociklų šoninės priekabos.	1		2
11808	34411110-5	Motociklų šoninių priekabų dalys ir reikmenys.	1		2
11809	34411200-3	Motociklų padangos.	1		2
11810	34420000-7	Motoroleriai ir dviračiai su pagalbiniais varikliais.	1		2
11811	34421000-7	Motoroleriai.	1		2
11812	34422000-7	Dviratis su pagalbiniais varikliais.	1		2
11813	34430000-0	Dviračiai.	1		2
11814	34431000-7	Dviračiai be variklio.	1		2
11815	34432000-4	Dviračių dalys ir reikmenys.	1		2
11816	34432100-5	Dviračių padangos.	1		2
11817	34500000-2	Laivai ir valtys.	1		2
11818	34510000-5	Laivai.	1		2
11819	34511100-3	Jūrų patruliniai laivai.	1		2
11820	34512000-9	Laivai ir panašios vandens transporto priemonės žmonėms arba kroviniams vežti.	1		2
11821	34512100-0	Keltai.	1		2
11822	34512200-1	Kruiziniai laivai.	1		2
11823	34512300-2	Balkeriai.	1		2
11824	34512400-3	Krovininiai laivai.	1		2
11825	34512500-4	Prekiniai laivai.	1		2
11826	34512600-5	Konteinervežiai.	1		2
11827	34512700-6	Ro-ro laivai.	1		2
11828	34512800-7	Tanklaiviai.	1		2
11829	34512900-8	Laivai automobiliams vežti.	1		2
11830	34512950-3	Laivai-šaldytuvai.	1		2
11831	34513000-6	Žvejybos, gelbėtojų ir kiti specialieji laivai.	1		2
11832	34513100-7	Žvejybos laivai.	1		2
11833	34513150-2	Žuvų perdirbimo laivai.	1		2
11834	34513200-8	Laivavilkiai.	1		2
11835	34513250-3	Žemsiurbės.	1		2
11836	34513300-9	Jūriniai plaukiojantieji dokai.	1		2
11837	34513350-4	Povandeninių darbų laivai.	1		2
11838	34513400-0	Plaukiojantieji kranai.	1		2
11839	34513450-5	Versliniai-žvejybiniai laivai.	1		2
11840	34513500-1	Seisminiai hidrografiniai laivai.	1		2
11841	34513550-6	Hidrografiniai laivai.	1		2
11842	34513600-2	Taršos kontrolės laivai.	1		2
11843	34513650-7	Gaisriniai laivai.	1		2
11844	34513700-3	Gelbėjimo laivai.	1		2
11845	34513750-8	Lengvi laivai.	1		2
11846	34514000-3	Plaukiojančiosios arba gramzdinamosios gręžybos arba verslinės-žvejybinės platformos.	1		2
11847	34514100-4	Gręžimo laivai.	1		2
11848	34514200-5	Keliamieji skrysčiai.	1		2
11849	34514300-6	Platforminiai gręžimo bokštai.	1		2
11850	34514400-7	Plaukiojančiosios gręžimo platformos.	1		2
11851	34514500-8	Plaukiojančioji verslinė-žvejybinė įranga.	1		2
11852	34514600-9	Pusiau panardinamieji gręžimo bokštai.	1		2
11853	34514700-0	Mobiliosios platformos.	1		2
11854	34514800-1	Platformos jūroje.	1		2
11855	34514900-2	Gręžimo platformos.	1		2
11856	34515000-0	Plūdrieji statiniai.	1		2
11857	34515100-1	Žymintieji plūdurai.	1		2
11858	34515200-2	Pripučiamieji plaustai.	1		2
11859	34516000-7	Jūrų fenderiai.	1		2
11860	34520000-8	Valtys, laivai.	1		2
11861	34521000-5	Specializuoti laivai.	1		2
11862	34521100-6	Stebėjimo laivai.	1		2
11863	34521200-7	Muitinės patruliniai laivai.	1		2
11864	34521300-8	Policijos patruliniai laivai.	1		2
11865	34521400-9	Gelbėjimosi valtys ir kateriai.	1		2
11866	34522000-2	Pramoginiai ir sportiniai laivai.	1		2
11867	34522100-3	Burlaiviai.	1		2
11868	34522150-8	Buriniai katamaranai.	1		2
11869	34522200-4	Gelbėjimo valtelės.	1		2
11870	34522250-9	Burinės valtelės.	1		2
11871	34522300-5	Maži laiveliai.	1		2
11872	34522350-0	Stiklo pluošto valtelės.	1		2
11873	34522400-6	Pusiau standžios valtelės.	1		2
11874	34522450-1	Pripučiamosios valtys.	1		2
11875	34522500-7	Guminės valtelės.	1		2
11876	34522550-2	Kanojos.	1		2
11877	34522600-8	Irkluojamosios valtys.	1		2
11878	34522700-9	Minamosios valtys.	1		2
11879	34600000-3	Geležinkelio ir tramvajaus lokomotyvai, riedmenys ir jungiamosios dalys.	1		2
11880	34610000-6	Geležinkelio lokomotyvai ir tenderiai.	1		2
11881	34611000-3	Lokomotyvai.	1		2
11882	34612000-0	Lokomotyvų tenderiai ir funikulieriaus vagonai.	1		2
11883	34612100-1	Lokomotyvų tenderiai.	1		2
11884	34612200-2	Funikulieriaus vagonai.	1		2
11885	34620000-9	Riedmenys.	1		2
11886	34621000-6	Geležinkelio priežiūros bei aptarnavimo transporto priemonės ir geležinkelio prekiniai vagonai.	1		2
11887	34621100-7	Geležinkelio prekiniai vagonai.	1		2
11888	34621200-8	Geležinkelio priežiūros ar aptarnavimo transporto priemonės.	1		2
11889	34622000-3	Geležinkelio ir tramvajaus keleiviniai vagonai ir troleibusai.	1		2
11890	34622100-4	Tramvajaus keleiviniai vagonai.	1		2
11891	34622200-5	Geležinkelio keleiviniai vagonai.	1		2
11892	34622300-6	Troleibusai.	1		2
11893	34622400-7	Geležinkelio vagonai.	1		2
11894	34622500-8	Bagažo vagonai ir specialūs vagonai.	1		2
11895	34630000-2	Geležinkelio arba tramvajaus lokomotyvų ir riedmenų dalys; geležinkelių eismo valdymo įranga.	1		2
11896	34631000-9	Lokomotyvų ir riedmenų dalys.	1		2
11897	34631100-0	Monoblokiniai ratai.	1		2
11898	34631200-1	Buferiai ir autosankaba.	1		2
11899	34631300-2	Riedmenų sėdynės.	1		2
11900	34631400-3	Ratų ašys ir padangos bei kitos lokomotyvų ar riedmenų dalys.	1		2
11901	34632000-6	Geležinkelių eismo valdymo įranga.	1		2
11902	34632100-7	Mechaniniai signalizavimo įrenginiai.	1		2
11903	34632200-8	Elektriniai signalizacijos įrenginiai geležinkeliams.	1		2
11904	34632300-9	Geležinkelių elektros įranga.	1		2
11905	34640000-5	Savaeigiai riedmenys.	1		2
11906	34700000-4	Orlaiviai ir erdvėlaiviai.	1		2
11907	34710000-7	Sraigtasparniai, lėktuvai, erdvėlaiviai ir kiti motoriniai orlaiviai.	1		2
11908	34711000-4	Sraigtasparniai ir lėktuvai.	1		2
11909	34711100-5	Lėktuvai.	1		2
11910	34711110-8	Orlaiviai su įtvirtintais sparnais.	1		2
11911	34711200-6	Nepilotuojami orlaiviai.	1		2
11912	34711300-7	Pilotuojami orlaiviai.	1		2
11913	34711400-8	Specialios paskirties orlaiviai.	1		2
11914	34711500-9	Sraigtasparniai.	1		2
11915	34712000-1	Erdvėlaiviai, palydovai ir jų paleidimo raketos.	1		2
11916	34712100-2	Erdvėlaiviai.	1		2
11917	34712200-3	Palydovai.	1		2
11918	34712300-4	Erdvėlaivių paleidimo įrenginiai.	1		2
11919	34720000-0	Oro balionai, dirižabliai ir orlaiviai be variklių.	1		2
11920	34721000-7	Sklandytuvai.	1		2
11921	34721100-8	Skraidyklės.	1		2
11922	34722000-4	Oro balionai ir dirižabliai.	1		2
11923	34722100-5	Oro balionai.	1		2
11924	34722200-6	Dirižabliai.	1		2
11925	34730000-3	Orlaivių, erdvėlaivių ir sraigtasparnių dalys.	1		2
11926	34731000-0	Orlaivių dalys.	1		2
11927	34731100-1	Orlaivių varikliai.	1		2
11928	34731200-2	Turboreaktyviniai varikliai.	1		2
11929	34731300-3	Turbosraigtiniai varikliai.	1		2
11930	34731400-4	Reaktyviniai varikliai.	1		2
11931	34731500-5	Orlaivių variklių dalys.	1		2
11932	34731600-6	Turboreaktyvinių ir turbosraigtinių variklių dalys.	1		2
11933	34731700-7	Sraigtasparnių dalys.	1		2
11934	34731800-8	Padangos lėktuvams.	1		2
11935	34740000-6	Orlaivių ir erdvėlaivių įrenginiai, treniruokliai, imituokliai ir su jais susijusios dalys.	1		2
11936	34741000-3	Orlaivių įrenginiai.	1		2
11937	34741100-4	Orlaivių paleidimo mechanizmai.	1		2
11938	34741200-5	Orlaivių katapultavimosi sistemos.	1		2
11939	34741300-6	Stabdymo mechanizmas dekuose.	1		2
11940	34741400-7	Skrydžio treniruokliai.	1		2
11941	34741500-8	Stacionarūs lakūnų treniruokliai.	1		2
11942	34741600-9	Sanitariniai maišeliai lėktuvams.	1		2
11943	34900000-6	Įvairi transporto įranga ir atsarginės dalys.	1		2
11944	34910000-9	Arklių traukiami arba rankiniai vežimai, kitos nesavaeigės transporto priemonės, bagažo vežimai ir įvairios atsarginės dalys.	1		2
11945	34911000-6	Arklių traukiami arba rankiniai vežimai ir kitos nesavaeigės transporto priemonės.	1		2
11946	34911100-7	Vežimėliai.	1		2
11947	34912000-3	Bagažo vežimai.	1		2
11948	34912100-4	Sulankstomos ratukinės kėdės.	1		2
11949	34913000-0	Įvairios atsarginės dalys.	1		2
11950	34913100-1	Naudotos padangos.	1		2
11951	34913200-2	Restauruotos padangos.	1		2
11952	34913300-3	Fenderiai.	1		2
11953	34913400-4	Transporto priemonių laikrodžiai.	1		2
11954	34913500-5	Automobilių spynelės.	1		2
11955	34913510-8	Dviračių spynelės.	1		2
11956	34913600-6	Laivaraigčiai.	1		2
11957	34913700-7	Ugniagesių automobilių kopėčios.	1		2
11958	34913800-8	Inkarai.	1		2
11959	34920000-2	Kelių įrenginiai.	1		2
11960	34921000-9	Kelių priežiūros ir remonto įrenginiai.	1		2
11961	34921100-0	Kelių šluojamosios mašinos.	1		2
11962	34921200-1	Kilimo ir tūpimo takų šluojamosios mašinos.	1		2
11963	34922000-6	Kelių ženklinimo įrenginiai.	1		2
11964	34922100-7	Kelių ženklinimas.	1		2
11965	34922110-0	Stikliniai bortai keliams ženklinti.	1		2
11966	34923000-3	Kelių eismo valdymo įranga.	1		2
11967	34924000-0	Besikeičiančių pranešimų iškabos.	1		2
11968	34926000-4	Automobilių stovėjimo aikštelių valdymo įranga.	1		2
11969	34927000-1	Rinkliavos rinkimo įrenginiai.	1		2
11970	34927100-2	Druska keliams barstyti.	1		2
11971	34928000-8	Kelių įrengimai.	1		2
11972	34928100-9	Saugos barjerai.	1		2
11973	34928110-2	Kelio užtvarai.	1		2
11974	34928120-5	Sudedamosios užtvarų dalys.	1		2
11975	34928200-0	Tvoros.	1		2
11976	34928210-3	Mediniai stulpai.	1		2
11977	34928220-6	Aptvarų komponentai.	1		2
11978	34928230-9	Triukšmo užtvaros.	1		2
11979	34928300-1	Apsauginiai barjerai.	1		2
11980	34928310-4	Apsauginiai aptvarai.	1		2
11981	34928320-7	Turėklai.	1		2
11982	34928330-0	Sniego griūčių apsaugos įrenginiai.	1		2
11983	34928340-3	Sniego užtvaros.	1		2
11984	34928400-2	Įrenginiai mieste.	1		2
11985	34928410-5	Rodyklės.	1		2
11986	34928420-8	Lempos, įspėjančios apie kelio pavojus.	1		2
11987	34928430-1	Švyturiai.	1		2
11988	34928440-4	Autobusų stotelių stulpai.	1		2
11989	34928450-7	Stulpeliai.	1		2
11990	34928460-0	Kūgio formos kelio ženklai.	1		2
11991	34928470-3	Ženklai.	1		2
11992	34928471-0	Ženklų medžiagos.	1		2
11993	34928472-7	Kelio ženklų stulpai.	1		2
11994	34928480-6	Atliekų bei šiukšlių konteineriai ir šiukšliadėžės.	1		2
11995	34928500-3	Gatvių apšvietimo įrenginiai.	1		2
11996	34928510-6	Gatvių apšvietimo kolonos.	1		2
11997	34928520-9	Šviestuvų stulpai.	1		2
11998	34928530-2	Gatvių žibintai.	1		2
11999	34929000-5	Greitkelių medžiagos.	1		2
12000	34930000-5	Jūros įrenginiai.	1		2
12001	34931000-2	Uosto įrenginiai.	1		2
12002	34931100-3	Dokų įranga.	1		2
12003	34931200-4	Laivų trapai.	1		2
12004	34931300-5	Laivų keleivių laipinimo laiptai.	1		2
12005	34931400-6	Laivų trapų imituokliai.	1		2
12006	34931500-7	Laivų eismo valdymo įranga.	1		2
12007	34932000-9	Radarų komplektai.	1		2
12008	34933000-6	Navigacijos įranga.	1		2
12009	34934000-3	Sraigto mentės.	1		2
12010	34940000-8	Geležinkelio įrenginiai.	1		2
12011	34941000-5	Bėgiai ir jų priedai.	1		2
12012	34941100-6	Trauklės.	1		2
12013	34941200-7	Geležinkelio bėgiai.	1		2
12014	34941300-8	Tramvajaus bėgiai.	1		2
12015	34941500-0	Kryžminiai iešmai.	1		2
12016	34941600-1	Susieinantys bėgiai.	1		2
12017	34941800-3	Geležinkelių punktai.	1		2
12018	34942000-2	Signalizacijos įrenginiai.	1		2
12019	34942100-3	Signalizacijos punktai.	1		2
12020	34942200-4	Signalizacijos dėžės.	1		2
12021	34943000-9	Traukinių stebėsenos sistema.	1		2
12022	34944000-6	Stočių šildymo sistema.	1		2
12023	34945000-3	Geležinkelio bėgių lyginimo mašinos.	1		2
12024	34946000-0	Geležinkelio bėgių tiesimo medžiagos ir reikmenys.	1		2
12025	34946100-1	Geležinkelio bėgių tiesimo medžiagos.	1		2
12026	34946110-4	Bėgiai.	1		2
12027	34946120-7	Geležinkelio statybos medžiagos.	1		2
12028	34946121-4	Sandūrinės tvarslės ir atraminės plokštės.	1		2
12029	34946122-1	Gretbėgiai.	1		2
12030	34946200-2	Geležinkelio bėgių tiesimo reikmenys.	1		2
12031	34946210-5	Judėjimo nukreipimo bėgiai.	1		2
12032	34946220-8	Iešmų plunksnos, aklinių sankirtų kryžmės, iešmų smailės ir kitos kryžmės.	1		2
12033	34946221-5	Iešmų plunksnos.	1		2
12034	34946222-2	Aklinių sankirtų kryžmės.	1		2
12035	34946223-9	Iešmų smailės.	1		2
12036	34946224-6	Kryžmės.	1		2
12037	34946230-1	Sandūrinės tvarslės, bėgių guoliai, bėgių guolių pleištai.	1		2
12038	34946231-8	Sandūrinės tvarslės.	1		2
12039	34946232-5	Bėgių guoliai ir bėgių guolių pleištai.	1		2
12040	34946240-4	Bėgių guoliai, bėgių guolių pleištai.	1		2
12041	34947000-7	Pabėgiai ir pabėgių dalys.	1		2
12042	34947100-8	Pabėgiai.	1		2
12043	34947200-9	Pabėgių dalys.	1		2
12044	34950000-1	Krovinio tvirtinimo įrenginiai.	1		2
12045	34951000-8	Privažiavimo platformos.	1		2
12046	34951200-0	Dumblo tvarkymo įrenginiai.	1		2
12047	34951300-1	Dumblo džiovinimo įranga.	1		2
12048	34952000-5	Hidraulinės platformos keltuvai.	1		2
12049	34953000-2	Privažiavimo rampos.	1		2
12050	34953100-3	Keltų rampos.	1		2
12051	34953300-5	Keleivių takas.	1		2
12052	34954000-9	Portalai (statybiniai).	1		2
12053	34955000-6	Plaukiojantysis dokas.	1		2
12054	34955100-7	Plaukiojančioji saugykla.	1		2
12055	34960000-4	Oro uostų įrenginiai.	1		2
12056	34961000-1	Bagažo tvarkymo sistema.	1		2
12057	34961100-2	Bagažo tvarkymo įrenginiai.	1		2
12058	34962000-8	Oro transporto valdymo įrenginiai.	1		2
12059	34962100-9	Valdymo bokštų įrenginiai.	1		2
12060	34962200-0	Skrydžių valdymas.	1		2
12061	34962210-3	Skrydžių valdymo imitavimas.	1		2
12062	34962220-6	Skrydžių valdymo sistemos.	1		2
12063	34962230-9	Skrydžių valdymo mokymas.	1		2
12064	34963000-5	Tūpimo pagal prietaisus sistema (ILS).	1		2
12065	34964000-2	Doplerio VHF bekryptė diapazono (DVOR) sistema.	1		2
12066	34965000-9	Atstumo matavimo įranga (DME).	1		2
12067	34966000-6	Radijo bangomis valdomi krypties nustatymo prietaisai ir nekryptiniai švyturiai.	1		2
12068	34966100-7	Radijo bangomis valdomi krypties nustatymo prietaisai (RDF).	1		2
12069	34966200-8	Nekryptiniai švyturiai (NDB).	1		2
12070	34967000-3	Oro uostų komunikacijos sistemos (COM).	1		2
12071	34968000-0	Oro uostų stebėjimo sistemos ir apšvietimo sistemos.	1		2
12072	34968100-1	Oro uostų stebėjimo sistemos (SUR).	1		2
12073	34968200-2	Oro uostų apšvietimo sistemos (PAPI).	1		2
12074	34969000-7	Orlaivių trapai ir keleivių laipinimo laiptai.	1		2
12075	34969100-8	Orlaivių trapai.	1		2
12076	34969200-9	Orlaivių keleivių laipinimo laiptai.	1		2
12077	34970000-7	Eismo stebėsenos įrenginiai.	1		2
12078	34971000-4	Greičio fiksavimo fotoaparatai.	1		2
12079	34972000-1	Eismo srautų matavimo sistema.	1		2
12080	34980000-0	Transporto bilietai.	1		2
12081	34990000-3	Valdymo, saugos, signalizacijos ir apšvietimo įranga.	1		2
12082	34991000-0	Lauko žibintai.	1		2
12083	34992000-7	Ženklai ir šviečiantieji ženklai.	1		2
12084	34992100-8	Šviečiantys kelio ženklai.	1		2
12085	34992200-9	Kelio ženklai.	1		2
12086	34992300-0	Gatvės ženklai.	1		2
12087	34993000-4	Kelio šviesos.	1		2
12088	34993100-5	Tunelio apšvietimas.	1		2
12089	34994000-1	Laivų navigacijos ir apšvietimo šviesos.	1		2
12090	34994100-2	Upių navigacijos ir apšvietimo šviesos.	1		2
12091	34995000-8	Lėktuvų navigacijos ir apšvietimo šviesos.	1		2
12092	34996000-5	Kelių valdymo, saugos ir signalizacijos įrenginiai.	1		2
12093	34996100-6	Šviesoforai.	1		2
12094	34996200-7	Vidaus vandenų kelių valdymo, saugos ar signalizacijos įrenginiai.	1		2
12095	34996300-8	Automobilių stovėjimo aikštelių valdymo, saugos ar signalizacijos įrenginiai.	1		2
12096	34997000-2	Oro uostų valdymo, saugos ar signalizacijos įrenginiai.	1		2
